"bio1","bio2","bio12","bio17"
0.526695489883423,0.678890645503998,-0.261640846729279,-0.293122678995132
-0.437591552734375,0.474946767091751,0.0901806876063347,0.423765629529953
-0.314153730869293,-0.102183021605015,0.129471629858017,0.184913650155067
-0.135065361857414,0.737278521060944,-0.869976758956909,-0.34177041053772
1.2976416349411,0.579879462718964,1.26303839683533,-1.06430780887604
0.402199745178223,0.789744853973389,-0.709238231182098,-0.324114501476288
0.939464867115021,1.05207657814026,-0.665906727313995,-1.07292139530182
-0.553711831569672,0.506266117095947,0.240332916378975,0.436383366584778
1.10371196269989,0.999610245227814,1.0254123210907,-1.05523586273193
-0.314153730869293,0.577130317687988,-0.158173993229866,0.199751287698746
0.934885144233704,0.10768236219883,1.93984723091125,-0.117845289409161
1.00687336921692,0.684812188148499,1.78051269054413,-1.05202555656433
-0.0419663265347481,-1.53357911109924,0.82338958978653,-1.52354168891907
-1.35863602161407,-0.941644549369812,-0.171834245324135,1.81827187538147
1.11855328083038,-0.66904491186142,0.261086314916611,-1.80124592781067
-0.135065361857414,0.370014101266861,-1.78460466861725,-1.04248094558716
0.939464867115021,0.894677519798279,-0.844690263271332,-0.793388843536377
0.233657479286194,0.789744853973389,-0.366294205188751,-0.170000821352005
0.838831543922424,1.0389940738678,0.347244203090668,-0.573914706707001
1.11855328083038,-0.147433921694756,2.04512524604797,0.108609430491924
2.20513439178467,1.20947563648224,0.872931241989136,-1.20018422603607
-0.314153730869293,0.10768236219883,-0.599125146865845,-0.120809994637966
-0.493242114782333,0.137188017368317,-0.223162293434143,0.38820344209671
-0.12372113764286,-2.30909299850464,1.13000595569611,0.864650309085846
-1.20959556102753,0.265081405639648,-0.166429191827774,1.09048020839691
0.491876661777496,0.684812188148499,0.395326614379883,-0.0191359780728817
1.56254529953003,0.789744853973389,0.909560739994049,-1.28174602985382
0.402199745178223,0.789744853973389,-0.296529740095139,-0.423761606216431
-1.38868391513824,-0.41888502240181,0.173640161752701,1.47628200054169
-0.755241394042969,-0.312048405408859,0.646073937416077,0.215067535638809
0.593148350715637,0.842211186885834,-0.754423499107361,-0.666887581348419
0.939464867115021,0.894677519798279,-1.06266117095947,-0.515367805957794
-1.56777226924896,0.265081405639648,-1.1040244102478,-0.231316074728966
0.939464867115021,0.954311847686768,-1.07916331291199,-1.39931774139404
-0.493242114782333,-0.416981101036072,0.675119519233704,0.843295395374298
0.760376513004303,0.947143912315369,-0.865204751491547,-0.418583512306213
-1.03050720691681,-0.720202445983887,0.350738167762756,1.29264843463898
-1.74686074256897,-0.508449256420135,-0.0249341428279877,1.43978595733643
-1.38868391513824,-0.458213418722153,0.136451914906502,1.38806354999542
0.760376513004303,0.474946767091751,1.61174786090851,0.0846623182296753
-0.491661936044693,0.340713769197464,-0.172179237008095,0.455544829368591
1.11855328083038,1.05207657814026,-0.832598268985748,-1.10920333862305
0.359353572130203,0.632345795631409,0.10850865393877,-0.0161318443715572
0.223111376166344,-3.77482724189758,1.67581379413605,0.702799737453461
-0.602580964565277,-0.469447433948517,1.50122582912445,0.552473604679108
1.11855328083038,0.0027496675029397,1.8716915845871,0.330397039651871
-1.16804730892181,-0.0497166775166988,-0.259693801403046,-0.14607897400856
1.11855328083038,-0.760305464267731,1.77690017223358,-0.0166276413947344
-0.672330498695374,0.265081405639648,-0.321819752454758,0.348657667636871
-0.618042528629303,-1.88024842739105,-1.43280601501465,1.08411538600922
-0.75293630361557,-1.5480705499649,0.857101440429688,1.74277794361115
-1.38868391513824,-0.350754499435425,-0.141542255878448,1.60513651371002
0.760376513004303,0.894677519798279,-0.505619525909424,-0.213738441467285
-1.92576992511749,-0.0496641881763935,-0.0570285618305206,0.196135580539703
-0.674385726451874,-0.0497166775166988,-0.131049156188965,0.428627789020538
-1.74686074256897,0.129611998796463,-1.06826817989349,-0.247993692755699
1.11855328083038,0.474946767091751,1.60986018180847,-0.836880087852478
0.044023010879755,0.684812188148499,-0.236890837550163,-0.0500875748693943
-0.672330498695374,0.474946767091751,-0.170414835214615,0.301991701126099
